name,year,moto_type,place,price,volume,distance,fuel,engine_type
Sharmax Sport 250,2024,Эндуро,Исетское,130000,250,2317,бензин,4-тактный
Yamaha XT 250 Serow,2016,Эндуро,Улан-Удэ,570000,250,10500,бензин,4-тактный
Kews K23 NC300S,2023,Кроссовый мотоцикл,Владивосток,200000,300,500,бензин,4-тактный
BSE 150,2024,Кроссовый мотоцикл,Чита,130000,150,400,бензин,4-тактный
Honda Africa Twin,2016,Турэндуро,Бердск,1050000,998,39000,бензин,4-тактный
Suzuki RF 400R,1998,Спортивно-туристический мотоцикл,Ачинск,300000,400,38000,бензин,4-тактный
Honda SILBER WING 600,2008,Туристический мотоцикл,Люберцы,349999,600,36239,бензин,4-тактный
Honda CBR 600 F А,1997,Спортивный мотоцикл,Верхний Мамон,150000,599,60000,бензин,4-тактный
Sharmax PowerMax 190,2023,Питбайк,Новосибирск,74000,140,5000,бензин,4-тактный
Honda GL 1500,1997,Туристический мотоцикл,Кемерово,650000,1500,23000,бензин,4-тактный
Zontes ZT350-X1,2024,Спортивно-туристический мотоцикл,Абакан,450000,350,1800,бензин,4-тактный
Honda XL,2000,Эндуро,Приамурский,210000,250,20000,бензин,4-тактный
Progasi Smart Max 150,2025,Эндуро,Поспелиха,150000,150,400,бензин,4-тактный
Yamaha Serow,1993,Эндуро,Владивосток,240000,225,35000,бензин,4-тактный
Honda XR 650R,2001,Эндуро,Борзя,470000,650,10000,бензин,4-тактный
KTM 250 Duke,2020,Классический мотоцикл,Санкт-Петербург,350000,250,18000,бензин,4-тактный
Progasi Smart 125,2019,Питбайк,Бежецк,70000,125,1500,бензин,4-тактный
Suzuki GSR 750A,2014,Стритфайтер,Санкт-Петербург,790000,749,20000,бензин,4-тактный
Honda XR 650R,2003,Эндуро,Владивосток,440000,650,5000,бензин,4-тактный
Lifan LF125-14F,2013,Круизер,Великий Новгород,60000,125,165000,бензин,4-тактный
Yamaha V-Max 1200,1993,Круизер,Челябинск,350000,1200,48000,бензин,4-тактный
Vento 125 Classic,2023,Питбайк,Майма,60000,125,6000,бензин,4-тактный
Yamaha XVS 1100,2004,Круизер,Москва,888000,1100,40200,бензин,4-тактный
Yamaha YZF-R6,2001,Спортивный мотоцикл,Ярославль,700000,600,4000,бензин,4-тактный
Motoland Apex 125E,2024,Питбайк,Иглино,59900,125,5000,бензин,4-тактный
Zuumav FXR 250,2021,Кроссовый мотоцикл,Зольская,90000,270,2000,бензин,4-тактный
Honda CRF 250X,2009,Эндуро,Петропавловск-Камчатский,350000,250,1,бензин,4-тактный
Kayo T1 250 Enduro,2025,Эндуро,Краснокаменск,150000,271,2000,бензин,4-тактный
Yamaha XJR 1200,1995,Классический мотоцикл,Чита,313000,1200,45000,бензин,4-тактный
Yamaha FJR 1300A,2005,Спортивно-туристический мотоцикл,Новосибирск,570000,1300,58000,бензин,4-тактный
MTT Y2K Superbike,2024,Кроссовый мотоцикл,Калга,100000,250,5562,бензин,4-тактный
Racer RC250CK-A TRIUMPH,2024,Классический мотоцикл,Кемерово,155000,249,1050,бензин,4-тактный
Motoland JKS125 E,2022,Питбайк,Катав-Ивановск,75000,125,150,бензин,4-тактный
Иж ЮПИТЕР 5K,1987,Классический мотоцикл,Андреаполь,80000,350,15300,бензин,2-тактный
Kawasaki VN Vulcan 1700,2013,Круизер,Хабаровск,1050000,1700,56000,бензин,4-тактный
Yamaha YZF-R3,2015,Спортивно-туристический мотоцикл,Сургут,430000,320,12000,бензин,4-тактный
Regulmoto Sport 003 250,2025,Эндуро,Советск,170000,300,605,бензин,4-тактный
Voge 650DSX Adventure,2023,Турэндуро,Москва,600000,652,3600,бензин,4-тактный
Honda Spada,1998,Спортивный мотоцикл,Карымское,229000,250,45000,бензин,4-тактный
Kawasaki Ninja 650,2014,Спортивный мотоцикл,Омск,540000,650,17000,бензин,4-тактный
Минск C 125,1980,Классический мотоцикл,Малоярославец,25000,125,80000,бензин,2-тактный
Progasi Super Max 300 Pro,2024,Эндуро,Новосибирск,120000,300,7460,бензин,4-тактный
GTO Short Patriot 300,2024,Эндуро,Челябинск,115000,300,1358,бензин,4-тактный
Racer Fighter RC300CK-N,2023,Стритфайтер,Джанкой,155000,270,5000,бензин,4-тактный
Honda VT750 SНАDОW АЕRО,2007,Круизер,Барнаул,500000,745,92800,бензин,4-тактный
Kayo KRZ 125 Classic,2019,Питбайк,Москва,55000,125,150,бензин,4-тактный
Suzuki BANDIT 1200 S,2005,Спортивно-туристический мотоцикл,Уссурийск,470000,1200,17000,бензин,4-тактный
Honda CB 400 Super Four,1996,Классический мотоцикл,Владивосток,269000,400,21500,бензин,4-тактный
PWR Racing FRZ 125,2023,Питбайк,Астрахань,52000,125,111,бензин,4-тактный
Honda CBF 600,2005,Спортивный мотоцикл,Севастополь,360000,600,50000,бензин,4-тактный
Kayo T2 MX,2021,Эндуро,Дзержинск,99000,250,499,бензин,4-тактный
Rockot Rockot Motors,2023,Кроссовый мотоцикл,Альметьевск,130000,250,1000,бензин,4-тактный
Bajaj Boxer BM 150 X,2020,Классический мотоцикл,Новосибирск,105000,150,11400,бензин,4-тактный
Honda CRF 250M,2014,Мотард,Ханты-Мансийск,445000,250,26000,бензин,4-тактный
ZMmoto Buster,2023,Эндуро,Пятигорск,310000,300,62,бензин,4-тактный
Bajaj DOMINAR D 400,2024,Стритфайтер,Красноперекопск,450000,400,2500,бензин,4-тактный
Apollo DT 125,2022,Питбайк,Темиртау,50000,125,1,бензин,4-тактный
Big Dog Bulldog,2010,Кастомный мотоцикл,Москва,1600000,1449,1110,бензин,4-тактный
GS Motors S12,2023,Питбайк,Астрахань,50000,110,1,бензин,4-тактный
Apollo RFZ Start,2024,Питбайк,Анжеро-Судженск,80000,140,1000,бензин,4-тактный
Racer RC150-23 Tiger,2014,Классический мотоцикл,Ясногорск,85000,150,9700,бензин,4-тактный
Yamaha MT-09A,2014,Стритфайтер,Краснодар,760000,900,48000,бензин,4-тактный
Yamaha YZF-R25,2015,Спортивный мотоцикл,Краснодар,455000,250,4700,бензин,4-тактный
Kawasaki Ninja 400,2015,Спортивный мотоцикл,Краснодар,510000,400,19900,бензин,4-тактный
Kayo Basic TT125,2022,Питбайк,Новокузнецк,42000,125,100,бензин,4-тактный
Kawasaki ZZR 400,1996,Спортивно-туристический мотоцикл,Колывань,225000,400,39694,бензин,4-тактный
Днепр МВ-650,2026,Классический мотоцикл,Ростов-на-Дону,40000,650,999999,бензин,4-тактный
Yamaha YZ 250F,2008,Кроссовый мотоцикл,Елизово,350000,250,999,бензин,4-тактный
BMW F 800 ST,2011,Спортивно-туристический мотоцикл,Новосибирск,500000,810,34000,бензин,4-тактный
Honda VT250J,1987,Спортивно-туристический мотоцикл,Симферополь,40000,250,32000,бензин,4-тактный
Иж 5 ПЛАНЕТА,1989,Классический мотоцикл,Сухиничи,20000,350,10000,бензин,2-тактный
KTM 690 Enduro R,2016,Эндуро,Москва,660000,690,20000,бензин,4-тактный
Regulmoto ZR PR 4 valves,2024,Эндуро,Саянск,185000,300,1250,бензин,4-тактный
Suzuki GSX 1300 R Hayabusa,2011,Спортивно-туристический мотоцикл,Хабаровск,1250000,1340,4800,бензин,4-тактный
Honda CBR 400R,2013,Спортивный мотоцикл,Ангарск,399000,400,19800,бензин,4-тактный
Progasi Palma 250,2023,Эндуро,Красноярск,135000,250,1700,бензин,4-тактный
Yamaha XT 250 Serow,2011,Эндуро,Черниговка,375000,249,12000,бензин,4-тактный
Иж Юпитер 5,1991,Классический мотоцикл,Дмитров,25000,350,7000,бензин,2-тактный
Racer Enduro 300 RC300-GY8A,2020,Эндуро,Красногвардейское,135000,300,1100,бензин,4-тактный
Motoland 300 GL300 ENDURO,2023,Турэндуро,Пенза,185000,300,5500,бензин,4-тактный
BSE MX 125,2022,Питбайк,Новосибирск,75000,125,100,бензин,4-тактный
Harley-Davidson Road Glide Special FLTRXS,2015,Круизер,Иркутск,650000,1690,56474,бензин,4-тактный
Ataki Prime 125,2023,Питбайк,Бахчисарай,65000,125,777777,бензин,4-тактный
Kawasaki VN Vulcan S,2019,Чоппер,Благовещенск,1200000,650,40,бензин,4-тактный
Kawasaki Ninja ZX-9R,1996,Спортивный мотоцикл,Кемерово,520000,900,14000,бензин,4-тактный
Orion 72,2010,Классический мотоцикл,Углянец,35000,72,1000,бензин,4-тактный
Ява 350-634.5,1984,Классический мотоцикл,Булгаково,115000,350,36000,бензин,2-тактный
Honda CBR600F41,2002,Спортивный мотоцикл,Кемерово,599000,600,28000,бензин,4-тактный
Yamaha YZF-R1,2002,Спортивный мотоцикл,Бийск,587000,1000,23300,бензин,4-тактный
Racer SR-X2 Cross X2,2022,Эндуро,Бийск,167000,300,2000,бензин,4-тактный
Regulmoto Sport 003 250,2021,Эндуро,Комсомольск-на-Амуре,130000,250,5000,бензин,4-тактный
Yamaha XT 225 Serow,1993,Эндуро,Красноярск,200000,223,22300,бензин,4-тактный
Ataki Crosser 300,2025,Турэндуро,Саяногорск,150000,271,1600,бензин,4-тактный
STELS DEL TA 200,2015,Классический мотоцикл,Новоалексеевская,65000,197,42000,бензин,4-тактный
Kayo Evolution YX150EM,2022,Питбайк,Ростов-на-Дону,57800,160,22222,бензин,4-тактный
Avantis MT300,2022,Эндуро,Томск,180000,300,1081,бензин,4-тактный
Kayo K1-L 150 MX,2025,Эндуро,Белово,90000,150,1000,бензин,4-тактный
Kayo Evolution K125EM,2024,Питбайк,Шаховская,89000,9,30,бензин,4-тактный
Honda CBR 1000RR Fireblade,2004,Спортивный мотоцикл,Чита,580000,1000,34000,бензин,4-тактный
Husqvarna TC 125,2012,Кроссовый мотоцикл,Барабаш,200000,125,10000,бензин,4-тактный
Bajaj Boxer BM 150 X,2023,Классический мотоцикл,Уфа,139999,150,589,бензин,4-тактный
ABM FX,2014,Классический мотоцикл,Курган,50000,200,46000,бензин,4-тактный
Suzuki Djebel 250,2003,Эндуро,Находка,270000,250,22200,бензин,4-тактный
Yamaha MT-09 TRACER GT,2022,Спортивно-туристический мотоцикл,Новосибирск,1435000,900,5500,бензин,4-тактный
Yamaha XT 1200Z Super Tenere,2012,Турэндуро,Новосибирск,920000,1200,52300,бензин,4-тактный
Honda NC 750X,2020,Спортивно-туристический мотоцикл,Новосибирск,1090000,750,6614,бензин,4-тактный
BRZ X6,2023,Эндуро,Сосновоборск,300000,300,25,бензин,4-тактный
GR GR2 250 Enduro Optimum,2022,Эндуро,Москва,90000,250,2300,бензин,4-тактный
Yamaha XTZ 125,2017,Эндуро,Чайковский,269000,125,26000,бензин,4-тактный
Kayo Basic TT125,2023,Питбайк,Минеральные Воды,45000,125,99,бензин,4-тактный
Yamaha YZF-R1,2007,Спортивный мотоцикл,Владивосток,670000,998,52000,бензин,4-тактный
Honda CBR 400R,2021,Спортивный мотоцикл,Владивосток,595000,400,18000,бензин,4-тактный
Racer Ranger RC200-GY8,2012,Кроссовый мотоцикл,Бийск,67000,200,8000,бензин,4-тактный
Mikilon MZK 250,2019,Эндуро,Комсомольск-на-Амуре,75000,250,1192,бензин,4-тактный
Kawasaki Z 750,2005,Кроссовый мотоцикл,Исетское,400000,748,33000,бензин,4-тактный
Motoland XT300 ST,2024,Эндуро,Кунгур,175000,300,150,бензин,4-тактный
Yamaha MT-07,2016,Стритфайтер,Хабаровск,740000,700,7000,бензин,4-тактный
Yamaha WR 250R,2007,Эндуро,Владивосток,600000,250,8100,бензин,4-тактный
Honda CB 300R,2021,Классический мотоцикл,Иркутск,420000,300,7000,бензин,4-тактный
BRZ KR3 250 PR,2024,Кроссовый мотоцикл,Майкоп,149000,250,20,бензин,4-тактный
Kingston 150-8A,2023,Кроссовый мотоцикл,Ейск,70000,125,5000,бензин,4-тактный
Honda CBR 1000RR Fireblade,2010,Спортивный мотоцикл,Алдан,800000,1000,34000,бензин,4-тактный
Harley-Davidson Street 750 XG750,2017,Круизер,Новосибирск,700000,750,3480,бензин,4-тактный
Kawasaki Ninja 250R,2010,Спортивный мотоцикл,Волгоград,290000,33,14000,бензин,4-тактный
Yamaha FJR 1300,2001,Спортивно-туристический мотоцикл,Ишим,400000,1300,72910,бензин,4-тактный
Kawasaki Ninja 400,2022,Спортивный мотоцикл,Владивосток,550000,400,4500,бензин,4-тактный
Honda VFR 1200X Crosstourer,2014,Турэндуро,Барнаул,1300000,1236,8000,бензин,4-тактный
Honda VFR 1200X Crosstourer,2014,Турэндуро,Барнаул,1300000,1236,8000,бензин,4-тактный
Иж 49,1956,Классический мотоцикл,Уссурийск,300000,346,5,бензин,2-тактный
Kawasaki EN650 Vulcan S,2018,Круизер,Новосибирск,669000,649,13400,бензин,4-тактный
Hengjian Z300,2025,Эндуро,Владивосток,335000,300,50,бензин,2-тактный
Yamaha TDM 850,1999,Спортивно-туристический мотоцикл,Воронеж,320000,850,84000,бензин,4-тактный
Suzuki GSX-R750K6,2006,Спортивный мотоцикл,Железногорск,460000,750,55000,бензин,4-тактный
Triumph TIGER 800 XRX,2015,Спортивно-туристический мотоцикл,Новосибирск,749999,800,25736,бензин,4-тактный
Kawasaki EN650 Vulcan S,2015,Круизер,Новосибирск,699999,650,9000,бензин,4-тактный
Honda NC 700X,2012,Туристический мотоцикл,Новосибирск,499999,700,2181,бензин,4-тактный
Racer Fighter RC300CK-N,2024,Классический мотоцикл,Колпашево,210000,270,2745,бензин,4-тактный
KTM 690 Duke,2017,Стритфайтер,Япония → Владивосток,499000,690,1600,бензин,4-тактный
Kawasaki ZX-4RR Ninja,2023,Спортивный мотоцикл,Владивосток,1100000,400,1600,бензин,4-тактный
Honda NC 750X,2014,Туристический мотоцикл,Новосибирск,599999,750,26341,бензин,4-тактный
BMW F 700 GS,2015,Турэндуро,Новосибирск,649999,798,17561,бензин,4-тактный
KTM 450 EXC,2013,Эндуро,Кандалакша,460000,450,1700,бензин,4-тактный
Kawasaki KX 450F,2019,Кроссовый мотоцикл,Хабаровск,1300000,450,115,бензин,4-тактный
Honda Rebel 250,2019,Круизер,Новосибирск,499999,250,53,бензин,4-тактный
Yamaha YZF 1000,2007,Спортивный мотоцикл,Комсомольск-на-Амуре,710000,1000,48000,бензин,4-тактный
Avantis FX 250,2023,Кроссовый мотоцикл,Шушенское,165000,250,1500,бензин,4-тактный
Motoland Sport 300 R,2025,Эндуро,Безенчук,137000,300,1,бензин,4-тактный
Motoland XR 300 LITE,2025,Эндуро,Безенчук,150000,300,1,бензин,4-тактный
BSE PH-125,2022,Питбайк,Тогучин,75000,125,2,бензин,4-тактный
KTM 390 Duke,2022,Стритфайтер,Новосибирск,499999,390,1612,бензин,4-тактный
Honda CBR400R 2,2018,Спортивно-туристический мотоцикл,Новосибирск,599999,400,50,бензин,4-тактный
